iso3,country,pillar,cluster,action_area,indicator_id,indicator_name,indicator_type,variable_name,question_type,question_text,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,question_order,wib,wiaa,wic,regional_hub,un_region,barometer_region
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING.1,supporting question,Please explain your Partially response,4,supporting,Data only available in PDF.,,,,,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,51606.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING.2,supporting question,Please provide the URLs where data on extrabudgetary spending is located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,51606.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SOCIALSECURITY,sub-question,Elements Question 6 There is structured data about the governments social security spending in gross terms and on an accrual basis,4,response,No,0.0,0.0,2.84,0.0,A.PF.BUDGETSPEND.e.e1,51607.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP,sub-question,Elements Question 7 There is structured data about public corporations spending in gross terms and on an accrual basis,4,response,Partially ,1.0,0.5,2.84,1.42,A.PF.BUDGETSPEND.e.e1,51608.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP.1,supporting question,Please explain your Partially response,4,supporting,Data only available in PDF.,,,,,A.PF.BUDGETSPEND.e.e1.PUBCORP,51608.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP.2,supporting question,Please provide the URLs where data on public corporations spending is located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e1.PUBCORP,51608.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2,sub-group,Data fields and specifics:,3,computed,,,,20.0,12.5,A.PF.BUDGETSPEND.e,51609,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN,sub-question,Elements Question 8 Budget entries have administrative classifications to an internationally agreed standard,4,response,Yes,2.0,1.0,2.5,2.5,A.PF.BUDGETSPEND.e.e2,51610.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN.1,supporting question,Please provide the URLs where administrative classifications are located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e2.ADMIN,51610.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON,sub-question,Elements Question 9 Budget entries have economic classifications to an internationally agreed standard,4,response,Yes,2.0,1.0,2.5,2.5,A.PF.BUDGETSPEND.e.e2,51611.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON.1,supporting question,Please provide the URLs where economic classifications are located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e2.ECON,51611.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.FUNC,sub-question,Elements Question 10 Budget entries have functional classifications to an internationally agreed standard,4,response,Yes,2.0,1.0,2.5,2.5,A.PF.BUDGETSPEND.e.e2,51612.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.FUNC.1,supporting question,Please provide the URLs where functional classifications are located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e2.FUNC,51612.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM,sub-question,Elements Question 11 Budget entries have program classifications according to an internationally agreed standard,4,response,Yes,2.0,1.0,2.5,2.5,A.PF.BUDGETSPEND.e.e2,51613.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM.1,supporting question,Please provide the URLs where program classifications are located,4,supporting,https://finances.gouv.tg/wp-content/uploads/2024/07/BUDGET-DEPENSES_2024.pdf,,,,,A.PF.BUDGETSPEND.e.e2.PROGRAM,51613.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.TRANSACTION,sub-question,Elements Question 12 Information about individual financial transactions or expenditures is available at the most disaggregated level of the economic classification level,4,response,No,0.0,0.0,2.5,0.0,A.PF.BUDGETSPEND.e.e2,51614.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING,sub-question,Elements Question 13 Data is disaggregated by crosscutting programs or issues such as SDGs climate action gender budgeting etc,4,response,Yes,2.0,1.0,2.5,2.5,A.PF.BUDGETSPEND.e.e2,51615.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING.1,supporting question,Please explain your answer,4,supporting,"Togo's 2024-2026 budget program integrates cross-cutting issues like SDGs, climate action, and gender budgeting to ensure inclusive and sustainable development. It aligns with SDGs through investments in education, health, and poverty reduction, while supporting climate resilience via renewable energy and agriculture projects. Gender budgeting focuses on empowering women, equal access to resources, and economic opportunities. Disaggregated data enables tracking progress, equitable resource allocation, and transparency.",,,,,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING,51615.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.BUDGET_ID,sub-question,Elements Question 14 The data contains common identifiers to connect budget and budget performance data,4,response,No,0.0,0.0,2.5,0.0,A.PF.BUDGETSPEND.e.e2,51616.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROJECT_ID,sub-question,Elements Question 15 The data contains identifiers that can be used to connect budget data with data on major projects eg infrastructure construction and procurement processes,4,response,No,0.0,0.0,2.5,0.0,A.PF.BUDGETSPEND.e.e2,51617.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3,sub-group,Data publication:,3,computed,,,,60.0,17.65,A.PF.BUDGETSPEND.e,51618,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.FREE,sub-question,Elements Question 16 The data is available free of charge,4,response,Yes,2.0,1.0,10.6,10.6,A.PF.BUDGETSPEND.e.e3,51619.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LICENSE,sub-question,Elements Question 17 The data is openly licensed,4,response,No,0.0,0.0,10.6,0.0,A.PF.BUDGETSPEND.e.e3,51620.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LICENSE.1,supporting question,If there are explicit restrictions placed on reuse of the data briefly describe those,4,supporting,"The data is not openly licensed. The reviewed documents, including the Finance Law 2024 and the Budget Programme of the State 2024-2026, do not indicate that the data is provided under a license that allows for reuse with minimal restrictions. There are no clear licensing terms that promote open access and reuse of the data. The Ministry of Economy and Finance of Togo's official website does not explicitly display a copyright notice.",,,,,A.PF.BUDGETSPEND.e.e3.LICENSE,51620.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG,sub-question,Elements Question 18 The data is published with sufficient language coverage to make it accessible to all or almost all members of the public,4,response,Partially ,1.0,0.5,0.0,0.0,A.PF.BUDGETSPEND.e.e3,51621.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG.1,supporting question,Please explain your Partially response,4,supporting,"In Togo, the budget and spending data are primarily published in French, the official language. While French is widely understood, Togo is home to over 40 local languages spoken by its diverse population. The exclusive availability of data in French limits accessibility for individuals who may not be proficient in the language, reducing inclusivity for a significant portion of the population.",,,,,A.PF.BUDGETSPEND.e.e3.LANG,51621.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG.2,supporting question,Please briefly describe the language coverage available,4,supporting,"The budget and spending data in Togo are primarily published in French, which is the official language of the country. While French is widely used in government and formal communications, there are several local languages spoken by the population, such as Ewe and Kabyè. The exclusive use of French for budget documents may limit access for individuals who are not proficient in the language, thus impacting the overall accessibility of the data for the broader public.",,,,,A.PF.BUDGETSPEND.e.e3.LANG,51621.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TOOLS,sub-question,Elements Question 19 There are accessible and open official tools available to help users explore data,4,response,No,0.0,0.0,3.5,0.0,A.PF.BUDGETSPEND.e.e3,51622.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY,sub-question,Elements Question 20 The data is timely and updated,4,response,Partially ,1.0,0.5,10.6,5.3,A.PF.BUDGETSPEND.e.e3,51623.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY.1,supporting question,Please explain your Partially response,4,supporting,"The data is updated, but there is no clear schedule outlined for regular updates in the reviewed documents. While the Finance Law 2024 and the Budget Programme of the State 2024-2026 provide timely information regarding the budget, it is unclear how frequently the data is updated throughout the year. The lack of specified update timelines suggests that while data updates occur, they may not be consistently timely or systematic, indicating partial compliance with the expectation for timely and updated data.",,,,,A.PF.BUDGETSPEND.e.e3.TIMELY,51623.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY.2,supporting question,If only some of the relevant data is updated please explain which,4,supporting,"Some of the relevant data that is updated includes the annual budget proposals and the associated spending plans outlined in the Finance Law  and the Budget Programme of the State 2024-2026. These documents are published annually and provide current budgetary information. However, other data related to budget execution, performance reports, or amendments to the budget may not be updated as frequently or may lack a clear update schedule, which affects the overall timeliness of the data provided.",,,,,A.PF.BUDGETSPEND.e.e3.TIMELY,51623.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY.3,supporting question,When was the most recent update to this data?,4,supporting,"The most recent update to the budget data is found in the Finance Law  2024, which was approved and published in December 2023. This document includes the latest budgetary allocations and spending plans for the fiscal year 2024. While the specific date of publication for the Finance Law 2024 may vary, it is typically released before the beginning of the fiscal year.",,,,,A.PF.BUDGETSPEND.e.e3.TIMELY,51623.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.HISTORICAL,sub-question,Elements Question 21 Historical data is available that allows users to track change over time,4,response,Partially ,1.0,0.5,3.5,1.75,A.PF.BUDGETSPEND.e.e3,51624.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.HISTORICAL.1,supporting question,Please explain your Partially response,4,supporting,"Historical data is partially available, allowing users to track changes over time. The Finance Law 2024 and the Budget Programme of the State 2024-2026 provide current budget information, but the extent of historical data and its accessibility for comparison purposes may be limited. While some previous budget documents may be available, comprehensive historical data that facilitates easy tracking of changes over multiple years is not consistently provided.",,,,,A.PF.BUDGETSPEND.e.e3.HISTORICAL,51624.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.HISTORICAL.2,supporting question,For what time periods ie start and end dates is data available?,4,supporting,"January 1, 2018 to November  2024",,,,,A.PF.BUDGETSPEND.e.e3.HISTORICAL,51624.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.MACHINE_READABLE,sub-question,Elements Question 22 The data is provided in machinereadable formats,4,response,No,0.0,0.0,10.6,0.0,A.PF.BUDGETSPEND.e.e3,51625.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.BULK,sub-question,Elements Question 23 The machinereadable dataset is available as a whole,4,response,No,0.0,0.0,10.6,0.0,A.PF.BUDGETSPEND.e.e3,51626.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.eb,sub-group,Negative scoring:,3,computed,,,,-10.0,-0.0,A.PF.BUDGETSPEND.e,51627,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.eb.MISSINGDATA,sub-question,Elements Question 24 This information is missing required data,4,response,There is no evidence of data gaps.,0.0,0.0,-10.0,-0.0,A.PF.BUDGETSPEND.e.eb,51628.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.eu,sub-group,Nonscoring:,3,computed,,,,0.0,0.0,A.PF.BUDGETSPEND.e,51629,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.eu.DATA_USE,sub-question,Elements Question 25 There is evidence of use of this data,4,response,No,0.0,0.0,0.0,0.0,A.PF.BUDGETSPEND.e.eu,51630.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e,sub-group,Elements summary:,3,summary,,,,,,A.PF.BUDGETSPEND.e,51631,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.SUM_ELEMENTS,sub-question,Elements Question 26 Please summarize your answers to the preceding element subquestions,4,summary,"The budget and spending data in Togo are available as seen in the Finance Law 2024 (1) and the Budget Programme of the State 2024-2026 (2), which provide information on budget proposals, allocations, and detailed reporting on extrabudgetary funds and public corporations' spending. The data demonstrates sufficient granularity and disaggregation for cross-cutting issues such as gender budgeting and climate action. However, there are no notable examples of its active use by stakeholders, including government, civil society, media, academia, and the private sector, despite its potential for accountability and policy influence. Must of the data only available in PDF.",,,,,A.PF.BUDGETSPEND.e,51632.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Public Finance,Budget and Spending,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.SUM_ELEMENTS.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://igf.tg/wp-content/uploads/2022/03/Loi-organique-N%C2%B02014-013-relative-aux-lois-de-finances.pdf (1) https://finances.gouv.tg/wp-content/uploads/2023/12/Budget-programme-de-lEtat-2024-2026-avec-compression.pdf (2),,,,,A.PF.BUDGETSPEND.e.SUM_ELEMENTS,51632.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC,main question,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on government procurement?",1,computed,,,,,93.75,G.PROCUREMENT.OC,51633.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a,section,Existence,2,computed,,,,1.0,1.0,G.PROCUREMENT.OC,51634.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a,sub-group,Exist of existence:,3,computed,,,,1,1.0,G.PROCUREMENT.OC.a,51635,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_COLLECTION,sub-question,Existence Question 1 Are there laws policies or regulations requiring collection of this information in any form?,4,response,They exist and are operational.,2.0,1.0,,,G.PROCUREMENT.OC.a,51636.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_COLLECTION.1,supporting question,Please provide brief details,4,supporting,"Togo has established public procurement laws under Decree No. 2022-080/PR, managed by the Public Procurement Regulatory Authority of Togo (PPRA-TG). The framework ensures transparency and accountability in processes like tenders, contract awards, and public-private partnerships (PPPs). Article 9 emphasizes the collection and publication of procurement data in a non-discriminatory manner, reinforcing the importance of data transparency to attract investment and ensure accountability. Reforms led by the  Public Procurement Regulatory  Authority have improved efficiency, reduced contract award times, and boosted transparency to attract investment",,,,,G.PROCUREMENT.OC.a.EXIST_COLLECTION,51636.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_COLLECTION.3,supporting question,Please provide a URLs for where evidence can be found,4,supporting,https://arcop.tg/wp-content/uploads/2023/10/Decret_2022_080_portant_code_des_marches_publics.pdf,,,,,G.PROCUREMENT.OC.a.EXIST_COLLECTION,51636.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_PUBLICATION,sub-question,Existence Question 2 Are there laws policies or regulations requiring publication of this information in any form?,4,response,They exist and are operational.,2.0,1.0,,,G.PROCUREMENT.OC.a,51637.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_PUBLICATION.1,supporting question,Please provide brief details,4,supporting,"Togo has regulations requiring the publication of public procurement information. According to Decree No. 2022-080/PR, Article 19 mandates the publication of a General Procurement Notice  at the beginning of each fiscal year. Article 78 emphasizes the need for publicizing procurement notices and tender results on platforms like the National Public Procurement Portal. Additionally, Article 99 requires that awarded contracts be publicly announced and made accessible after formal approval.",,,,,G.PROCUREMENT.OC.a.EXIST_PUBLICATION,51637.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXIST_PUBLICATION.3,supporting question,Please provide a URLs for where evidence can be found,4,supporting,https://arcop.tg/wp-content/uploads/2023/10/Decret_2022_080_portant_code_des_marches_publics.pdf,,,,,G.PROCUREMENT.OC.a.EXIST_PUBLICATION,51637.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a,sub-group,Extent of existence:,3,computed,,,,1,1.0,G.PROCUREMENT.OC.a,51638,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXTENT,sub-question,Existence Question 3 How comprehensive in terms of jurisdiction is the coverage of the framework assessed for this question?,4,response,The framework provides national coverage.,2.0,1.0,,,G.PROCUREMENT.OC.a,51639.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXTENT_AGENCY,sub-question,Existence Question 4 How comprehensive is the coverage of the framework assessed for this indicator?,4,response,The framework covers all or most of the public sector.,2.0,1.0,,,G.PROCUREMENT.OC.a,51640.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.EXTENT_AGENCY.3,supporting question,Are there any notable exceptions? Eg defense sector,4,supporting,"Yes, there are notable exceptions in Togo's public procurement framework, particularly concerning the defense and security sectors. Decree No. 2022-080/PR allows for specific exemptions in these areas.For instance, Article 75 outlines that procurement related to defense and national security can bypass the usual public procurement processes, especially when it involves classified or sensitive information that could compromise national security. These procurements can be conducted through entente directe (direct negotiation) without the need for public advertising or competition.",,,,,G.PROCUREMENT.OC.a.EXTENT_AGENCY,51640.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a,sub-group,Existence summary:,3,summary,,,,,,G.PROCUREMENT.OC.a,51641,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.SUM_EXISTENCE,sub-question,Existence Question 5 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"The public procurement framework in Togo is well-established and covers most of the public sector, including national ministries, local authorities, and public institutions. Decree No. 2022-080/PR mandates the publication of procurement information through Articles 19, 78, and 99, ensuring transparency across all jurisdictions. Notable exceptions exist for the defense and security sectors, as outlined in Article 75, allowing these sectors to bypass standard procedures due to security concerns.",,,,,G.PROCUREMENT.OC.a,51642.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://arcop.tg/wp-content/uploads/2023/10/Decret_2022_080_portant_code_des_marches_publics.pdf,,,,,G.PROCUREMENT.OC.a.SUM_EXISTENCE,51642.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Public Procurement,Public Procurement,G.PROCUREMENT.OC,Governance (PP): Public procurement data,Primary,G.PROCUREMENT.OC.e,section,Elements,2,computed,,,,100.0,93.75,G.PROCUREMENT.OC,51643.0,0.0321,0.5,0.5,LDRI (Africa),Western Africa,Africa
